,cr,UltimateCategory
1248,"不要定义在这里, 这种纯业务的东西

15分钟, 1天, 5分钟这种, 就应该定位为常量在业务代码中, 而且命名应该为更有意义的, 比如: refreshInterval, MAX_ALIVE_TIME之类的",14
1249,确认下，不为空的时候直接contine？,0
1250,"是否存在切换的场景?

1. null-check

2. 应该存在如下逻辑:

if (mDelegate != null) {
    mDelegate.removeObserver(...);
    ....(清理老delegate相关的逻辑)
}

mDelegate = delegate;
if (mDelegate != null) {
  <old operations>
}",0
1251,不允许使用,4
1252,"text size 和 text color也要参照UX设计稿修改
整个页面都是",12
1253,"如果是想给子类使用, 要通过get方法, 不允许成员直接暴露给子类",14
1254,"是不是缺一个else? 虽然逻辑没差, 但是语义不一样, 而且会给以后留坑",10
1255,用9.0的控件,12
1256,"@color/guide_last_copyright的值是@color/emui_black
@dimen/protocol_main_textsize的值是@dimen/emui_master_subtitle
皆与UX一致",4
1257,这个result还是要检查一下吧,12
1258,public? 还static??,0
1259,这里是否有else? 为何处理了响应还要继续share?,0
1260,干啥,15
1261,"如果getIntent返回为null, 是否是有问题?",0
1262,移到Activity内部，static方法,12
1263,"instance不要用这种参数, 别的地方没办法调",12
1264,怎么感觉这个高度少了actionbar的,0
1265,"Ymax = Screen - Nav = Status + Channel

请参考这个公式",12
1266,使用间隔库margin_l,12
1267,我印象中可能为null的,5
1268,算法也有问题，注意纵坐标起始位置是屏幕左上角，所以判断条件实际上恒成立,10
1269,参数的校验建议放到方法里头去,14
1270,怎样保证LINK2一定在LINK1之后?,0
1271,"这里最好用测量的高度, getHeight 不准",14
1272,有必要删掉吗?,15
1273,不要这样写，用户之前的下载信息会被清空.,14
1274,日志?,0
1275,此处应当增加对类型为51的判断,12
1276,NewsAdapter里面漏修改了逻辑，需要增加51的判断,12
1277,这个日志级别不合适，否则日志里面会很多这种无意义的日志,14
1278,确认下用4是不是就可以了,12
1279,"没必要, 难怪你上面一定要删掉老的文件",0
1280,这个get不一定100%没问题,4
1281,多个强转，可以考虑抽取个变量,12
1282,这两种场景也要测试一下,12
1283,"为什么从cache保存需要单独的一个执行器, 而其他的不需要? 还有为何是1个线程?",0
1284,"命名定义错了，应该是TYPE_开头。
另外上面已经定义了一个51的，需要把这个修改下",4
1285,"fromJson这个方法可能会有异常, 要捕获, 顺便排查一下",14
1286,这里跟其他地方调用逻辑不一致，入参是当前view,4
1287,"这两个参数到处都有用到, 到处强转, 可以直接把前面检查过的作为参数传进来, 否则到处都要检查一遍, 一旦失败, 下面流程还要继续走, 又判断一遍",14
1288,为啥取消要保存?,0
1289,"同上一个问题

null check和代码风格",4
1290,"Promise有一个静态方法: fail(), 可以直接拿到一样的对象, 你可以看看",12
1291,又这么玩? 之前崩溃不是因为这个原因吗?,15
1292,这个参数没必要,12
1293,"这一连串的调用, 要小心检查每个返回的检查是否能保证一定不为null?",4
1294,"放在UI线程中执行的标准是什么? 我看下面也有更新DownloadInfo, 没有看到要在UI中执行.

另外这个方法要定义为返回Promise的目的是什么? 没看到有什么必要",0
1295,IO中耗时操作,4
1296,"流程上是否能保证到了这一步, 数据库一定不会有同一个guid的记录? 避免保存时失败",4
1297,?? 这特么不是result code吗?,15
1298,编码风格,4
1299,这个判断没有意义了，删掉,12
1300,直接调用一个函数就行了，为啥要分开？,0
1301,也加一个,0
1302,建议这个放到公共utils,12
1303,内部定义要专门一个取值,12
1304,getVersionFromSp就可以直接返回response,4
1305,"用法错误, 毫无用处",4
1306,小写字母加横杠,12
1307,是否可以滑动，写到构造函数里,12
1308,自定义布局，需要加到dexguard.pro文件中,12
1309,同前面,0
1310,养成加日志的好习惯,12
1311,变量名定义不准确，你用了custom，别人再复写用什么,8
1312,有死锁问题,4
1313,肤浅,15
1314,"tab和多余的空格, 不是用Android studio写的吗?",4
1315,编码规范,4
1316,"这个不要改了, 我来改

这里改的不对",0
1317,建议不区分大小写,12
1318,"捕获一下异常
另外代码重复度太高，考虑抽方法",12
1319,"编码规范, 其他地方, 不一一指出了",12
1320,"这个为null/empty的时候, 我们也应该要设置吧, 如果是投拼的话",4
1321,先根据appid作判断为信息流，再根据具体的ctype确定类型；如果不带ctype，作为默认信息流处理。,4
1322,"改成if (xx == null) { return }, 并补充异常日志",12
1323,"我记得好像只有图集的时候url里面才会带ctype，其他的不会带。
用这个判断是否有问题？",0
1324,这个和mToolboxMenu重复吗？,0
1325,"这个分支进不来，在上面已经经过判断了
看错行了，应该没问题",0
1326,不明白这个synchronized是要干啥用的?,0
1327,不需要这个吧？,0
1328,"异常情况下不能不管啊, 要设置一个有意义的默认值",14
1329,这个分支进不来，在上面已经经过判断了,4
1330,请使用 SafeBroadcastReceiver,12
1331,intent 是否可能是null,0
1332,bool型不允许使用==,12
1333,为什么要重复添加?,15
1334,默认parentID，不能写死成3！,1
1335,intent 是否可能是null,0
1336,"是不是应该在初始化的时候根据配置项动态调整, 否则谁能知道这个地方还和开关默认值有关.

而且设置里头是可以重置的.",12
1337,是否合适？,0
1338,多余的引入类,12
1339,"上面第三行已经设置过背景色了，是否可以与你的设置背景色的地方合并？
setBackgroundColor",12
1340,判断是否从ChromeLauncherActivity拉起，如果不是finish掉走拉起Launcher走启动流程，是不是更好一点？,12
1341,"整个挖孔屏处理封装成一个函数，类似756行的
setWebPageDrawRect(pageMode, orientation, isInMultiWindowMode);",12
1342,所有针对挖孔屏的处理加上是否支持挖孔屏的判断条件,12
1343,解决访问页面点击后退键回到主页，页面padding未生效问题,4
1344,为什么是error级别日志？这样会打出很多error,12
1345,顺序不对,12
1346,是否需要remove?,0
1347,越界检查,1
1348,注意最后一行不要有下划线,12
1349,依据是什么,0
1350,这两个条件可以合并了吧？,6
1351,"魔鬼数字? 1, 2是啥意思?

如果每个字段都有意义, 整一个数据类",12
1352,这些padding值依据是什么,0
1353,不需要的代码直接删除,12
1354,再看看，应该不是在这里设置,12
1355,重复设置，是否可删除？,6
1356,StringUtils里面有公共的parseLong方法,4
1357,padding值为0是没有意义的，直接不指定默认就是0,12
1358,按钮应该只要指定按压和非按压就可以,12
1359,业务代码不允许抛运行时异常,12
1360,直接放到ToolbarManager的destroy里头,12
1361,"磁盘IO是耗时操作, 会有问题的吧",10
1362,"String应该在getView的地方获取, 数据结构不应该存储这种信息, 多语言会有问题",14
1363,"这个太特么复杂了, 为啥不直接写成if?",8
1364,null 就return，减少嵌套,12
1365,这个是什么意思?,0
1366,使用前判空,12
1367,"什么鬼, 作为第一批加入浏览器的弟兄, 这种基本的要求不要让我再三强调

1. 成员变量命名规范;
2. 尽量不使用成员变量, 这里完全可以传参进来",8
1368,"getOperatorHomePageUrl()是读取缓存, readOperatorHomePageUrlFromConfigFile()是读取xml文件,  当变量url为初始值时,才会读取缓存, 缓存无效时,才会读取xml, 并且在浏览器关闭前, 不会再次读取,,,  所以它们只有在浏览器启动时触发",10
1369,提取下临时变量,12
1370,成员变量初始化顺序和定义顺序不一致,12
1371,"item == -1 后面文档逻辑不要执行了
return",12
1372,临时变量不要m,12
1373,参考签名意见,4
1374,为啥两个Type不一样?,0
1375,建议类名修改为：OperatorHomePageManager（参考其它我们自定义的类OperatorHomePageUrlCache等）,12
1376,"非最后一个item时需要设置visibility回来, 否则重用View的时候可能会有问题",12
1377,这个定义到具体那个方法就行了,12
1378,不要打印,12
1379,用View.INVISIBLE,12
1380,都没有异常日志的?,1
1381,没定时机制? 如果10分钟无任何动作咋办,0
1382,"空格, 还有主页特殊url不是在这里判断的?",0
1383,"数据是静态的, 每次启动这里是否select都将固定, 以前版本也是这样的行为吗? 印象中是好像会记住上次的勾选?",0
1384,用控件,12
1385,"用常量吧, 我记得HTTP的库是有的",12
1386,"两个问题：
1、有没有系统兼容问题，这个效果在8.0的手机上有吗？
2、首页扩展到全屏后InfoFlow的列表内容要适配（比如最后一个item留白），否则到底后看不到最后一个item的刷新提示。@李礼@海丰",0
1387,重新描述一下：滚动到底部的时候，最后一条信息流的内容要能看到，不能伸展到NavBar下面。,14
1388,-2和-3怎么办? -100呢?,4
1389,神经啊这么大一个if,1
1390,"同上, 其他地方请自行排查",0
1391,"既然有type, 为何要用name来比较? 多语言的情况怎么办?",4
1392,注释格式不对,12
1393,"问题1. 非9.0手机上没有任何效果，跟原来一样
问题2. 需要一起讨论一下，不光是主页，其他页面也有这个遮挡问题",4
1394,命名怎么又没有下划线了,1
1395,本文件中新增的打点相关的代码都可以封装到一个打点类中；强业务相关的代码不建议大段放在ChromeActivity中,14
1396,用ArrayList,12
1397,第二次点击与第一次点击发的消息相同，因为第二次点击不同的按钮时没有新建对象,12
1398,用HwRadioButton,12
1399,"注释里头加上各个版本号对应的APK版本, 后面会乱掉的",12
1400,null 和 0等价,14
1401,为何读取两次?,0
1402,"要重新建表是啥原因? 如果是新增表, 不需要写升级脚本",12
1403,理解错误，还以为所有的变更都要在升级脚本里面体现呢,0
1404,"对于OperationHistory这张表，如果cpid为null，则这条数据就是垃圾数据，后面也用不了，删除这类数据应当没啥问题。

频道下线后，清理缓存的信息流数据的逻辑已经在ChannelManage里面增加了",14
1405,每点击一次就遍历，会有性能问题,4
1406,是否有必要定义为成员变量?,0
1407,定义的时候new就行了,12
1408,没必要加这个,12
1409,"数据库中为null的cp要小心处理.

另外, 服务端同步下需要删除的频道, 是否有做信息流缓存清理?",12
1410,"isUrlNeedAddChannel和setUrlChannel主体的检查部分几乎一样, 拆分成两个无论是性能还是接口简洁性都没有优势, 不如整合在一起, 如果不需要处理, 直接返回原始的url",12
1411,"有下面的switch/default, 为啥前面还需要一个if?",4
1412,成员变量命名以m开头,4
1413,movenet是什么鬼? 移动数据是data,8
1414,"打点事件是否有覆盖类似的事件? 建议复用那些事件, 减少代码的耦合
(注意匿名情况下是否有不同)",14
1415,定义为PcModeUtil是不是更易理解些？与传播名称相同,14
1416,不需要单例,12
1417,这个函数好像没有用？isCastScreen没有用到,0
1418,去掉not,12
1419,使用静态方法是不是就可以了，不需要使用单例？,0
1420,没有用到,0
1421,调用PcModeUtil的方法,4
1422,这句建议debug级别,12
1423,用logger记录error日志,12
1424,pkg 可能是 null,12
1425,return 前记录个warn日志吧，没有找到启动得activity，方便定位问题,14
1426,无用的代码可以删除了,12
1427,可能是null,12
1428,"方法名定义不准确，get就get，里面为啥还有打点。
打点的逻辑需要拉出来",12
1429,加上注释，其他人容易看懂逻辑,14
1430,docid是可以重复的，确认下这里只是获取第一个？,6
1431,封装了，为何不封装完整，每次都写两行代码,8
1432,变量名命名不规范,12
1433,注意编码格式，空格,12
1434,定义放到下面第一次使用的地方吧,12
1435,可以把 list size记录下，info级别，方便定位问题,14
1436,"入参有infoflowrecord，为何还要传入 cpid,realcpid",0
1437,"这个分隔线不对
android:layout_height=""2px""
android:background=""@drawable/hwdivider_horizontal_gray_emui""",4
1438,这里只捕获IOException？,0
1439,作者修为自己,12
1440,为何return false?,0
1441,多语言实现有问题,4
1442,2 对应点击下载应用,4
1443,这个是什么意思？,0
1444,有啥用,0
1445,这里要对应修改为 -1 了,4
1446,为何是static？,0
1447,有没有看过分隔线左右间距对不对,4
1448,-2 谁能看懂,15
1449,注释不要放行首，放后面,12
1450,多了空格,12
1451,"名称不对, setNetworkStatus()",12
1452,"这个名字就是多此一举, 放这个文件的东西当然都是cache, 没必要额外说cache",14
1453,"和主界面本身无关的逻辑, 建议放到自己的类里头, 避免ChromeActivity越来越大, 变得难以维护.",14
1454,为什么不是直接true，保持按钮应该是在任何时候都可点击。只是点击后做的动作不一样,14
1455,作者和时间修改为自己,12
1456,"这块估计可以不需要了, 海丰和周淳正在专门适配PC模式的布局, 和他们商量一下, 是否可以去掉",12
1457,调试语句？,0
1458,是不是用错单词了,0
1459,这些值要取出来,12
1460,打印下告警就行了，不用把intent和context打印出来。url、intent敏感信息,12
1461,命名不对，mNetworkStatus,12
1462,写错了，应该是EStartType.PUSH.startType,4
1463,是否少了return？,0
1464,"命名不要带具体的数值, 以后改成4px, 是不是还得改个名字?",12
1465,"如果只是在这里改, 是不是还会涉及到initialTab的默认首页?",0
1466,error级别,4
1467,左边缺了空格,12
1468,代码规范，间隔，很多地方都扫下,12
1469,这样写不合适,4
1470,改成warn吧，打印的内容都是判断boolean，没有真实内容了。,14
1471,300也有常量的,4
1472,多余了，直接走default分支即可,12
1473,"为何用name, 不用id? name是语言敏感的,这样有问题",0
1474,改成成员变量，变量命名规范,12
1475,"参数直接写成visibility/invisible就行了, 没必要搞个bool转",12
1476,异常流程前移,12
1477,建议通用的名称: onAppExit之类的,12
1478,"兄弟, 不要再让我检查这种代码格式问题了",15
1479,0有啥好转的,1
1480,跟上面换行隔开,12
1481,这里的判断也没有用了吧？,0
1482,测试好像没发现问题，执行线程恢复为与原来相同。这里不影响启动到底图速度，但影响整体信息流显示速度。,4
1483,是否有emui标准控件？有的话用标准控件,6
1484,返回true/false有何区别？,0
1485,不要返回String,12
1486,应用下载广告是靠判断cpid=105还是ad物料里面的interactiontype=2来判断？感觉应该是后者吧，请和SE确认下,0
1487,reload之前调用removeNativeErrorTabIfPresent(); 保证错误页面已撤销,12
1488,状态建议定义成常量名形式，便于阅读，编码规范,14
1489,getTags也会告警？,0
1490,横线是什么意思？,0
1491,gohomepage之前调用removeNativeErrorTabIfPresent(); 保证错误页面已撤销,12
1492,"1、三个日志打印一样的？
2、要用自带的Logger
3、不要直接打印e",12
1493,安全起见，非null判断,12
1494,dp值建议在dimen文件定义,12
1495,获取一个int值，需要把整个activity传进来？,0
1496,是否需要static？注意内存泄漏问题,12
1497,每次都设置一把?,0
1498,"这里用不到的代码先注释掉，看到上面的提示先注释，后面放开了么？
另外postExecute里面确定不用执行了？",12
1499,"参考ToolbarLayout.java openHomePage()
里面的handleHomeButton和openHomepage需要调换调用顺序，在errorTab时第一次调用ntp会为null",12
1500,这里捕获的是什么异常？,0
1501,"padding_l
下同",4
1502,类里面的全局变量 驼峰命名 mActionSettingSnapshoot,12
1503,空行最好不要有太多 多余的，需要的话留一行间隔就行,12
1504,全局变量m开头,12
1505,这个是应用市场的cpID？,6
1506,为啥要加handler？,0
1507,"Android在执行体中设置与调整优先级，参考：
https://droidyue.com/blog/2015/09/05/android-process-and-thread-schedule-nice/",10
1508,变量命名是这样的？,0
1509,跟UX确认下这个页面是否需要支持滑动，不需要就不用单独重写个类，直接用linearlayout,12
1510,变量命名还是不规范,4
1511,两种页面互斥，可以在xml中实现一种，另一种需要时重设属性,14
1512,这种命名有点粗暴吧,12
1513,方法名拼写不正确,12
1514,CR_20180711\GUI\高保真 最新高保真里已经修改为返回首页,14
1515,"这么干应该有问题的, 有不少接口限制了只能在UI线程调用",4
1516,0代表未知类型？,0
1517,确认下是不是废弃代码，如果是删除,12
1518,"你这个有json隐射么？
为什么没看到注解，另外最好在混淆里keep下",12
1519,用emui_master_body_2,12
1520,InfoBarLayout.createIconView返回的不会为空？,0
1521,能合并一个吗,6
1522,括号前加空格,12
1523,NtpViewHolder.decodeTags没有可能为空？,0
1524,常量没定义成LONG?,4
1525,stamp中s大写,12
1526,list 需要判空下，否则如果其他人调用传空就挂了,14
1527,异常描述不应该一样,4
1528,"不妥, 持久化的东西不应该有这种判断",14
1529,两边加空格,12
1530,"根据getUA的实现, 这种逻辑是错误的",14
1531,"不要改权限, 通过get方法提供给子类",12
1532,应该是Stamp这个S大写吧,12
1533,与上面206行一样吧，是否可以提出来一个单独方法,12
1534,这个为何要持久化? 这不是实时计算出来的吗?,4
1535,不建议去掉判空,12
1536,NtpViewHolder.decodeTag没有可能为空？,0
1537,"? 都是add了?

现在PC模式下是否还能产生incognito的页面?",15
1538,for遍历,4
1539,"确定不要这个判空操作了，tags = NtpViewHolder.decodeTags(tagData.split(""\\|""));这个返回一定是非空？",4
1540,这个大的分类，有没有小的分类,4
1541,sTamp中的S大写,12
1542,不需要单独遍历,12
1543,"这个能保证不为null, 不需要判空",12
1544,建议保持原样，调用这个函数的地方可能会有判空操作,14
1545,多余代码？,0
1546,这是大的分类，有没有小的分类,4
1547,"单例没必要这么麻烦判空, getinstance方法必须保证不为null, 否则就是实现有问题",14
1548,最好不要直接饮用，统一封装到 ImageLoaderFacade里面,12
1549,这个方法什么都没做？,0
1550,这里不需要区分是否是投屏吗？,0
1551,有必要加上它？,0
1552,非空判断建议不要去掉,12
1553,建议保持原样，调用这个函数的地方可能已写好判断,14
1554,RuntimeException是大分类 ，有小分类吗,4
1555,没用到？,0
1556,符号两边加空格，格式规范,12
1557,"这个吕克已经定义过了, 看看谁改",0
1558,同一组常量定义，放到一个类里面,12
1559,不要自己定义，看高保真里面标注的使用定义好的,12
1560,"依赖外部的方法来获取这个iconView,建议加上判空",12
1561,新加的类 标注一下 作者、时间、描述,12
1562,"不要搞两份, PC和Phone的布局是一样的",14
1563,"如果首次加载失败, 这个监听何时返回?

另外, add了监听, 何时remove?",4
1564,为何无注解?,0
1565,toolbar_phone怎么也.......,15
1566,10是啥意思?,0
1567,我们自己的代码为啥要用zxing这个名字?,0
1568,这个也请看一下是否也有重复定义的问题,12
1569,"???怎么连main布局都重写了...这块不要直接恢复, 请和我讨论一下, 是否有必要",15
1570,资源文件暂时不封装单独的工程,12
1571,顺序优化下：先判断wifi，再判断mobile,12
1572,"这个会拉起一个新的栈, 测试验证过没问题?",0
1573,"是不是应该放到onnewIntentWithNative
?",0
1574,返回可能是null，addView时会抛异常，要判null,12
1575,说了不要随意定义接口,1
1576,这里为何还需要? 会导致多次调用ba?,0
1577,"lib下面添加的core文件, 建议重命名一下, 否则不知道是啥库",12
1578,不需要指定background=emui_white么,12
1579,这个类不要放到根路径下,12
1580,"mIncognitoFlag
这个为什么还要判断？？",15
1581,为什么要改buildtools的版本,0
1582,非UI线程做UI操作?,0
1583,"统一通过Dispachter事件来吧, 视频也要用到

另外名字改为ScreenEvent, ScreenStatus之类的",12
1584,大量文件操作，关注会不会ANR,12
1585,这个我统一来修改,0
1586,layoutParams我记得如果不设置是有可能为null的,10
1587,"这里打点准确么？
多窗口模式，窗口1浏览频道A，窗口2浏览频道B
窗口切换时，这里的打点是不是不对？
其他类似出入口，请一并检查",4
1588,异常都不检查的?,8
1589,为何这样就算load成功了? 加载失败的情况如何识别?,0
1590,空格+final,12
1591,这句可以删掉,12
1592,这是大的分类，没有小的分类？,4
1593,这个函数的功能是否与se文档中的预期一致？,0
1594,这个是控制相机的UI流程，与扫一扫功能相关,14
1595,"SDCard已经会涉及到专利问题了, 日志中一般无所谓, 不过也顺便改一下吧叫external storage得了",14
1596,downloadTime应该是5000毫秒吧,12
1597,"header中设置移动设备支持，样式抽取成class
请参考QQ浏览器的声明的html文件，已espace发给你。",12
1598,"代码注意简洁
DisplayModeObserver已经import进来了

DisplayModeManager.getInstance().getPageMode()
所有入口都要获取，为何不在if外面先获取到",12
1599,资源文件暂时不封装单独的工程。,12
1600,"作死啊, 强调这么多遍的问题",15
1601,是否有用SafeIntent?,0
1602,"这是出于啥考虑?
(单纯的疑问)",0
1603,不要的代码请直接删除,12
1604,"确定没特殊异常的接口, catch特定异常就行了, 不要太随意catch所有异常",12
1605,替换为 OnNoRepeatClickListener,12
1606,这个留着干啥,0
1607,这几个构造函数可以复用,14
1608,为啥这样写?,0
1609,"废弃代码直接删掉, 又不是找不回来",12
1610,"说错了, 还有这么多资源, 单独封一个工程吧, 免得以后混乱掉",14
1611,"感觉这些是和浏览器业务无关的类, 应该放到一个单独的module里头去",14
1612,考虑替换成 OnNoRepeatClickListener    防止快速点击导致重复执行,12
1613,双击后退是否也走这个流程?,0
1614,"命名尽量写稍微有意义的, params或者layoutParams",14
1615,"这块如果涉及到字符串, 是否应该放到fwk还是一个问题, 周一我们一起讨论一下",0
1616,加个try/catch,12
1617,也是,0
1618,如果只是本类用，改成private,12
1619,也是删,4
1620,0\1\2 都是什么意思？,0
1621,"这是出于什么考虑? 如果是为了性能考虑, 其他地方应该也有类似的逻辑, 可以考虑在一个地方统一维护, 比如NetworkStatusManager",14
1622,删,4
1623,"存在ANR的可能,但是OOBE开机向导调用浏览器时,浏览器还没有启动过,所以这些操作还是需要同步执行的",14
1624,不要的删了，上面也是,12
1625,导入这个干吗？,0
1626,为啥这个地方打点？,0
1627,"缺少INIT, 未发生网络变更的情况下, 当前网络类型识别不正确",10
1628,这个顺序对么？,0
1629,不要全部格式化,12
1630,确定没用的，可以删除。,12
1631,1 是什么意思？,0
1632,不需要行,12
1633,不要的代码删除掉,12
1634,"文章阅读跟信息流有什么关系？
这段代码问题太多，一定要先找到打点的入口
1、需求理解不清晰
2、为了拿cpid，不考虑性能，循环打印的意义？
3、updateTags写这里是什么意思",12
1635,"默认值不要为null, 避免不小心的nullexception",12
1636,确认不要就删了。,12
1637,从方法名看不出是什么功能,4
1638,不需要行？,0
1639,这里面没写日志的吧？,0
1640,"这么做太危险了, 不能通过分辨率提供不同的margin值来实现吗?",12
1641,用 padding_m,12
1642,类型校验,12
1643,这个地方activity为啥是空的？,0
1644,格式化代码,12
1645,先判空处理，返回,12
1646,"希望子view不要持有父view, 至于刷新完成的回调, 建议通过其他方式(回调或者通知之类的)",12
1647,为何要在这里设置横屏?,0
1648,"不要用原来chromium这一套, 带来额外的复杂度",12
1649,成员变量命名规范m开头,12
1650,url是否要判空,0
1651,为什么要return 父？,0
1652,多余的tab,12
1653,逻辑判断错了，必定crash,4
1654,成员变量,4
1655,此类应该不用了，删除,12
1656,使用ListUtil进行判空,12
1657,请修改名字，intercept和consume不一样，这里是consume,12
1658,size -1 没必要定义常量,12
1659,这个不需要super方法吧,4
1660,"1. 空格
2. if里面已经return了，下面的不需要else条件",12
1661,请王彪确认下，翻译变更有没有提交，这个被覆盖了,0
1662,"打log,同上",12
1663,入参提前判断返回，设置条件不满足不需要更新,14
1664,这是分割线？分割线不是这么定义的啊,0
1665,这是还是写严谨一点吧，对getappinfo，get(0)，等值进行判空,14
1666,find出来的，原则上都要判空后再使用,14
1667,不要把这个方法放在BrowserApplication里面,12
1668,敢再长一点吗,15
1669,我们不是有BrocastUtil吗?,0
1670,打log,12
1671,前面判断了isShowingErrorTab，这个地方还需要走判断么,0
1672,"格式问题
写法问题",12
1673,请删掉,12
1674,没看明白surfaceCreated和权限有啥关系?,0
1675,入参也需要判空,12
1676,这思路有点不太明白,0
1677,"这个变量的意义不明, 如果不知道取什么名字, 请直接把shouldXxx方法放到if里头去",14
1678,"为啥要监听广播? 系统不是已经有事件了吗? BrowserEvent

这种实现方法是错误的, 有的系统无法生效",14
1679,我们代码minApi应该是21吧? 低于23的咋办?,0
1680,应该是未知网络,12
1681,这里也是,0
1682,这个是干啥的?,0
1683,点击触发的加载，不需要判断网络类型了吧,4
1684,这半边括号是否多余啊？,0
1685,复写onTextChanged有什么作用?,0
1686,异常的地方的日志呢，出问题咋定位,12
1687,不要自己定制系统图标,12
1688,mActivity = new WeakRefrence<Activity>(activity)是不是更好,12
1689,addView前判null,12
1690,1px？分割线是这种写法吗，跟沛哥确认一下呢,0
1691,有两处调用的，分别是需要和不需要。,4
1692,没用到,4
1693,内存占用怎么样？比如加载一张20MB的图片,0
1694,判空不要轻易删,12
1695,是不是要动态设置，对于不支持模糊的ROM有没有问题？,0
1696,"这个看起来只有这一处调用, 那这个参数的意义是什么?",0
1697,"没必要定义常量, 如果一定要定义, 至少命名不应该这么取, 以后万一改成regular, 还要同步改变量名?",14
1698,加日志,12
1699,返回可能为null，addView时会抛异常,10
1700,需要在else中divider.setVisibility(View.VISIBLE);吗？如果文件夹有分页是不是有问题？,0
1701,"这个命名看不明白
flag定义后有何意义，只是打日志？",0
1702,方法名拼写错误,12
1703,"1、不要使用连续get，注意判null
2、新增字串到strings.xml里面",12
1704,"删掉的这些参数作用, 是否有进行测试? 原来的代码, 看起来很重要的一点是内存的节省",4
1705,"url?
不是finalurl?",15
1706,未格式化对齐,12
1707,有没有更好的实现方式，比如放到simpleDialog中修改？,12
1708,按钮有左边距8？,0
1709,命名不要+m,12
1710,方法名定义不准确，getUrls里面执行了关键的接口上报逻辑,12
1711,确认下这个if还需要么？,0
1712,已经有layoutparams了怎么办?,0
1713,判空？,0
1714,devider条件提到外面,12
1715,log.e或log.w，根据业务情况来判断是用e或w,12
1716,使用前判null,12
1717,把这个改掉,12
1718,空格!,1
1719,数字需要定义常量,12
1720,判空再用,12
1721,使用工具类,12
1722,使用start或者end 会造成镜像布局问题。,12
1723,"改成一行代码就行了 ViewUtils.setVisibility(bottomFuncBtn, isNeedShow)",12
1724,测试代码考虑删除,12
1725,分隔线使用公共定义,12
1726,测试代码，注意修改,12
1727,与我的页面用户信息展示为重复代码，需要优化,12
1728,使用统一的分隔线替换,12
1729,优化布局文件,12
1730,PAD的跳转设置页面实现逻辑有遗漏,12
1731,不需要exported,12
1732,使用统一的工具类MathUtils,12
1733,请增加注释,12
1734,pad 和phone 可以用统一布局,12
1735,需要转换格式,12
1736,判断逻辑不对,12
1737,注释版本号不对,12
1738,list 可能为空,14
1739,请确认类的属性是否正确,12
1740,res1 和 res2 是否需要判空,12
1741,config需要判空,12
1742,使用统一的工具类ArrayUtils,12
1743,已经存在“%s积分”,4
1744,整个页面要整改，使用变量定义大小。便于后期维护,14
1745,为什么refresh之后isMorePointRecord就变成false了？,0
1746,使用公共颜色定义,12
1747,使用工具类MathUtils,12
1748,这是什么鬼,15
1749,使用统一的EMUI 9.0的分隔线,12
1750,文件命名redio拼写错误，本次提交有多次，统一整改,12
1751,读取的vip的botton的宽度？这块可能会出问题,4
1752,在values-21定义这个，这个文件定义1个继承Android原生，以此适配碎片化，避免多处修改代码,14
1753,目前只有播放任务用到，名字后续可以更改,12
1754,这个注释没有必要添加，特别是姓名 工号，git入库记录都可以看到,12
1755,开放人员字符串上库，不要加priority,12
1756,字符问题,4
1757,文字需要添加到string中，并提交翻译,12
1758,布局文件中使用的颜色和文字大小、间距等需要使用公共的定义，没有的提出来，看下是否需要抽取成公共的,12
1759,要考虑下多线程的问题，播放模块可能会从不同的线程调用,14
1760,分屏的情况下布局会重叠,12
1761,命名建议改下,12
1762,不需要异步操作,12
1763,这段代码实现的不是特别好，再思考下怎么更合理,4
1764,这种都建议使用工具类，防止出现数组越界的问题。,14
1765,改为import的方式,12
1766,0和1有魔鬼字符的意思在里面,4
1767,是否可以考虑使用toEndOf属性适配阿拉伯语等语言下从右向左的布局,12
1768,尽量不要自己定义，有多余的可以删掉了,12
1769,错误码和错误消息要打印出来,12
1770,单例模式，构造函数需要写成私有的,14
1771,这个文件不要提交,12
1772,成员变量命名风格请保持一致，其他的都加了m前缀,12
1773,local.properties不能上传到git,12
1774,循环的日志不要打印成info级别,12
1775,"1、不要使用left、right，使用start、end；确保从右到左的布局可以适配；
2、其它地方也请排查并修改",12
1776,"使用安雪飞定义的文字颜色和字体大小；
其它地方请自行排查和修改",12
1777,使用ViewUtil,12
1778,"1、使用三元表达式更加简洁；
2、建议使用ViewUtil进行设置，如果没有，可以自行添加；
3、有setBackground，入参是资源id的吧？建议不要自己多转一次Drawable。",14
1779,这个list对象每次都会new一个,4
1780,国内海外不一致的，建议定义成接口，有新增和删除可以同时进行,12
1781,判空应该放到最前面，避免一次无用的new操作,12
1782,看下是否会影响数据库的数据结构,12
1783,"修改代码要和当前已有代码风格保持一致，这个类的成员变量没有加m前缀
还有一个类也有类似问题",14
1784,定义变量是多余的，下面还有一处,12
1785,注意命名,12
1786,日期不对，[]可以去掉,12
1787,"该颜色是否有对应的公共定义，没有的话找UX确认下是否需要公共化；
其它地方自己再整体排查下",12
1788,"不应该使用left；
再次进行排查，不要再漏掉这种类型的错误",12
1789,这个地方为啥要进行修改,0
1790,不能删除,12
1791,这块处理逻辑尽量上移，不要放到M层中,12
1792,漏掉了请求调用,12
1793,注意注释表达的含义,12
1794,单例构造并不耗时，改成懒汉式单例,12
1795,代码块之间添加1个空行,12
