,cr,UltimateCategory
4862.0,看下是否需要异步,6.0
4870.0,看下跟HVI Ability中的SHA-256加密算法是否一样呢？,6.0
4917.0,"这个""EnumValue""字符串，可以用类名，或定义在EnumValue里面吗",6.0
4972.0,不能直接return value吗,6.0
4983.0,这个matchEnum有什么用？为true的时候，直接return true不行吗,6.0
5027.0,有没有更好的办法，确保同一个字段，不需要设置两次？,6.0
5039.0,空串不需要抛异常吗,6.0
5161.0,是否可以逻辑放入基类,6.0
5171.0,在获取lock之后，里面的方法再次获取锁，是否会有问题？,6.0
5175.0,请帅振华进一步review,6.0
5178.0,是否可以写死，不用e抛出，保持和其他异常一致,6.0
5208.0,为什么要对CN特殊处理,6.0
5261.0,代码结构还是修改得比较多，这里再思考下进行优化,6.0
5287.0,是否可以提到判断外直接return?,6.0
5370.0,"注释代码删除,此处需要屏蔽？，其他地方会用到网络监听吗",6.0
5538.0,这个没用的话是否可以不写,6.0
5551.0,vodInfo[FirstVod]这个要判空的吧?,6.0
5665.0,这个是还没写，还是漏了,6.0
5707.0,这些能提取公共方法，通过传参来调用吗,6.0
5744.0,"为啥是""00:00:-03""？可否用字符串常量代替",6.0
5778.0,为什么在Update中打印日志,6.0
636.0,"国内版配了android:launchMode=""singleTask""，海外版没有配置。请确认！",7.0
3508.0,禁止硬编码翻译！,7.0
3557.0,第一次获取出来肯定是null，难道还要点两次么？,7.0
1164.0,不判空啊??,8.0
1311.0,变量名定义不准确，你用了custom，别人再复写用什么,8.0
1363.0,"这个太特么复杂了, 为啥不直接写成if?",8.0
1367.0,"什么鬼, 作为第一批加入浏览器的弟兄, 这种基本的要求不要让我再三强调

1. 成员变量命名规范;
2. 尽量不使用成员变量, 这里完全可以传参进来",8.0
1413.0,movenet是什么鬼? 移动数据是data,8.0
1431.0,封装了，为何不封装完整，每次都写两行代码,8.0
1588.0,异常都不检查的?,8.0
2180.0,只有提交注释，没有提交文件了？,8.0
2432.0,复制粘贴....注释总得改一下吧,8.0
2467.0,多余的注释，要么说清楚这个成员的含义，要么干脆不写,8.0
4063.0,LiveData不就好了，还得自己定义这些接口做什么，还容易内存泄漏,8.0
4724.0,注释！,8.0
5044.0,。。。变量命名有意义,8.0
5645.0,这边三个我没有看懂颜色是什么时候用的，能不能直接说什么场景下面会使用，不要说第一个第二个，这对于我们看代码的小白太不人道了,8.0
5869.0,好复杂，一个语句不就搞定了吗？,8.0
5871.0,直接删就好了，先查一下是干啥？,8.0
5873.0,注释哪儿去了？,8.0
5883.0,这是什么鬼！！！！谁告诉你key是这个拼接规则了！！！！！！！！！,8.0
5884.0,为什么这么复杂？一个语句不就搞定了？,8.0
5894.0,"直接清理不就好了？为什么还要先查一下？
另外，方法命名与实现不符。
另外，我记得这里说是要用饿汉模式吧？",8.0
5895.0,"只允许在RedisRepository中操作缓存！！！！！！！
注意分工！！！！！！！！！！！！！！！",8.0
5913.0,大哥！我快哭了~就不能好好确认一下key的拼接规则吗？？？？,8.0
5924.0,"只有RedisRepository才能操作缓存！！！
另外key拼接规则不对！！！",8.0
5938.0,说好的饿汉模式呢？,8.0
5946.0,这个find有啥用。。。。,8.0
5949.0,说好的饿汉模式呢？？？,8.0
171.0,没有方法功能描述,10.0
195.0,超过120个字符,10.0
197.0,超过了120个字符,10.0
199.0,这个数组copy了好几次，,10.0
200.0,行超过了120个字符,10.0
204.0,没有对齐,10.0
205.0,变量命名不清晰,10.0
212.0,多了空格,10.0
214.0,缺少参数说明，以及返回值说明,10.0
215.0,多了一个空格,10.0
216.0,参数超过5个,10.0
219.0,缺少else语句,10.0
220.0,缺少参数，返回值说明,10.0
221.0,超过5个参数,10.0
223.0,缺少参数说明及返回值说明,10.0
224.0,缺少异常说明,10.0
226.0,"UiUtil.getDisplayMetrics(this)不会返回null,冗余判断",10.0
228.0,方法超过50行,10.0
230.0,参数超过5个，并且超过50行,10.0
231.0,这里从代码上看不会抛出异常,10.0
232.0,*后面少一个空格,10.0
233.0,后面多了//,10.0
235.0,嵌套超过4层,10.0
237.0,缺少参数说明及返回值说明，方法的注释要写全了,10.0
238.0,缺少javadoc注释,10.0
239.0,超过50行,10.0
240.0,这个是多余的,10.0
241.0,确实参数、返回值说明,10.0
243.0,多了一个空格,10.0
246.0,缺少参数及返回值说明,10.0
247.0,缺少else分支,10.0
250.0,PMS 格式不对,10.0
256.0,缩进了8个字符,10.0
260.0,确实参数，返回值描述,10.0
262.0,常量命名没有意义,10.0
264.0,缺少参数及返回值说明,10.0
270.0,缺少参数  返回值描述,10.0
271.0,缺少@param,10.0
272.0,缺少参数说明,10.0
274.0,换行位置不对,10.0
279.0,缺少参数描述，返回值描述,10.0
286.0,缺少参数 返回值描述,10.0
300.0,多余的空格,10.0
302.0,魔鬼字符串（包含下划线）,10.0
304.0,没有加注释,10.0
305.0,功能描述与返回值之间缺少一个空行,10.0
307.0,方法注释和参数个数不对应，缺少2个参数注释,10.0
310.0,缺少参数说明，返回值说明,10.0
311.0,参数，返回值缺少说明,10.0
312.0,缺少参数、返回值说明,10.0
313.0,建议修改为foreach方式（每时间就先遗留）,10.0
315.0,函数参数注释缺少2个,10.0
316.0,格式不对齐,10.0
319.0,缺少返回值描述,10.0
320.0,参数缺少描述,10.0
321.0,多了一个*号,10.0
322.0,RuntimeException 不能捕获,10.0
325.0,参数注释缺少,10.0
327.0,List默认大小是10.用16也没什么问题,10.0
328.0,五层if嵌套，看能不能优化一下,10.0
331.0,命名不合理,10.0
333.0,没有返回值，方式注释不对,10.0
336.0,方法注释缺少参数注释,10.0
337.0,异常堆栈丢失。,10.0
338.0,排版格式错乱。,10.0
339.0,方法注释格式不对,10.0
341.0,多了一层try,10.0
346.0,注释超过了120行,10.0
347.0,javadoc不完整,10.0
350.0,缺少空格。,10.0
351.0,超过12个字符,10.0
356.0,命名重复，建议区分开,10.0
364.0,打印日志有问题，等号后无内容,10.0
367.0,缩进格式不对齐。,10.0
368.0,缺少一个默认的else处理,10.0
370.0,该参数的含义不清晰。,10.0
375.0,行末有空格,10.0
379.0,"1.注释缺少context参数；
2.return参数注释不明确",10.0
384.0,无意义的注释,10.0
393.0,建议沟通参考一下确定返回值的int的具体含义，恢复数据像是一个动作，没办法表达int返回值的含义,10.0
395.0,超过120行,10.0
423.0,处理逻辑超过4层,10.0
433.0,此处关闭多余，finally中有关闭处理，且此处关闭后没有置为null，导致finally中重复close,10.0
434.0,不仅把SQL直接记录日志，而且把敏感异常SQLiteException记录日志,10.0
436.0,对齐方式错误,10.0
439.0,actflag不符合小驼峰,10.0
440.0,空格问题,10.0
442.0,setFromThreads.size()后缺少分隔符,10.0
443.0,"1.各个字段之间缺少空格；
2.日志RuntimeException后缺少分隔符；",10.0
445.0,c命名不合理,10.0
448.0,"缺少参数描述
功能描述和下面的参数描述要空一行
缺少return描述",10.0
451.0,重复关闭流,10.0
452.0,cs不合理,10.0
453.0,FEK是什么意思，42行FEK是小写的     这边专家可能提方法名不符合小驼峰,10.0
454.0,initPass不合理，init适合用在方法名上,10.0
457.0,packagename不符合小驼峰,10.0
462.0,startTIme不符合小驼峰,10.0
463.0,PMSbackupRestoreUtil 不符合大驼峰,10.0
464.0,方法说明下缺少空行,10.0
467.0,mPm命名不合理,10.0
471.0,注释格式不对，缺少参数注释,10.0
475.0,sv3 含义不清晰,10.0
479.0,各个字段之间缺少空格；,10.0
484.0,参数注释缺少含义说明,10.0
496.0,参数缺少说明,10.0
498.0,pm命名不合理,10.0
499.0,缺少类注释,10.0
502.0,条件超过了三个,10.0
503.0,imp不好，专家可能看不懂，虽然我们知道这是子类实现,10.0
504.0,*号后面多了个空格,10.0
505.0,pi不合理，统一排查,10.0
506.0,缺少参数说明,10.0
508.0,fileDes看不懂，不知道des是什么意思,10.0
510.0,1.各个字段之间缺少空格；,10.0
515.0,缺少空格,10.0
516.0,delCrate 这个有没有拼写错误，看不懂要删除什么，跟注释对不上,10.0
519.0,缺少注释，统一排查,10.0
522.0,命名不清晰,10.0
523.0,modlueName拼写不对,10.0
524.0,sv3命名不合理,10.0
526.0,*号后面多了一个空格,10.0
527.0,//后面少一个空格，统一排查,10.0
529.0,代码中有空格,10.0
530.0,结尾有空格,10.0
539.0,描述错误“会话”,10.0
541.0,缺少参数storeHandler注释说明,10.0
548.0,返回值的说明与实际返回值含义不符合,10.0
549.0,方法注释缺少参数和返回值注释,10.0
551.0,public方法缺少注释,10.0
565.0,入参当成返回值,10.0
567.0,Restore拼写错误,10.0
568.0,execue单词拼写问题,10.0
569.0,起始时间和@since时间对不上；,10.0
572.0,起始时间和@since时间对不上,10.0
573.0,"retore拼写错误
下面一个注释也写错了",10.0
575.0,注释和返回值不符,10.0
576.0,多余的continue,10.0
579.0,不符合小驼峰,10.0
581.0,命名不是小驼峰,10.0
584.0,@see标注不对,10.0
585.0,已有工具类ViewUtils,10.0
587.0,在这个地方赋值很怪哦,10.0
590.0,backup_settings  这条字符串修改有问题,10.0
592.0,"备份和设置模块一直都有“backup_settings”这个字符串，<string name=""backup_settings"">[CS_109614]_BACKUP</string>  这个是我们备份的字符串。<string name=""backup_settings"">[CS_109614]_Back up &amp; restore</string> 这个是设置模块的字符串。我们上次是新增字符串backup_name 同步设置模块的字符串backup_settings。",10.0
608.0,Exception时，下面操作，直接crash,10.0
612.0,空方法，且少括号。,10.0
613.0,多个封号,10.0
624.0,当hotPatchSet时空的HashSet的时候，PACKAGE_BLCAK_LIST是个空集合且非null。导致调用getDefultePackageBlacklist()时，返回空集合，导致黑名单功能完全不可用。,10.0
645.0,加了>0后只有一台nas就展不开子文件夹了,10.0
647.0,doule行,10.0
648.0,行数不对,10.0
651.0,之前的日志级别不对，也请一起改下,10.0
653.0,zhiqiande之前的日志级别不对 也请一起修改一下,10.0
663.0,空的@return， 下面函数有类似问题,10.0
664.0,方法名称不是小驼峰,10.0
665.0,这个地方还有Tab,10.0
666.0,没有类说明,10.0
667.0,方法行数略微超过50行,10.0
674.0,有TAB键， // 后需要有空格,10.0
675.0,代码有TAB键,10.0
676.0,注释不正确,10.0
677.0,行末空格,10.0
679.0,变量名不要带下划线,10.0
680.0,方法名不能带下划线,10.0
681.0,代码层次超标,10.0
682.0,@author 没有,10.0
686.0,少了author信息,10.0
687.0,多余的注释,10.0
688.0,下划线,10.0
689.0,类注释格式不规范,10.0
704.0,等号左边缺少空格,10.0
712.0,这样注释，cmetrics工具扫描时，也会报有无用代码没有删除,10.0
714.0,魔鬼数字，以后有空改下。,10.0
716.0,Local版本没提交，会导致OVE crash,10.0
717.0,出现异常后，日志打印级别是否应该由info级别改为ERROR,10.0
720.0,多余的分号,10.0
723.0,返回值没有说明,10.0
729.0,这块注释跟下面对不起来,10.0
730.0,这行代码是无用代码吧，就直接new了一个,10.0
732.0,命名太简单,10.0
733.0,没有else语句,10.0
734.0,时间格式不正确,10.0
736.0,方法参数超过5个,10.0
737.0,成员变量不能用//进行注释,10.0
738.0,只要有方法头注释了，方法的参数的说明及返回值说明也不能少，四级专家提的建议,10.0
739.0,缺少else,10.0
741.0,没有参数说明及返回值说明,10.0
743.0,没有版权，连带修改的类，请忽略下面的review意见,10.0
748.0,注释格式不标准,10.0
751.0,行末多了一个空格,10.0
755.0,缺少参数描述,10.0
759.0,*后少一个空格,10.0
761.0,"e.getMessage,其他类似处请自行排查",10.0
763.0,*号后面缺少一个空格   下面一样的，统一排查一下,10.0
769.0,GetSDMediaFileDifferParamsBean    类名加Get不是很合适,10.0
776.0,少了最后一个参数的描述,10.0
784.0,这一块缩进太多了,10.0
786.0,缺少参数，返回值描述,10.0
787.0,空行里面存在多余的空格,10.0
790.0,魔鬼字符串,10.0
791.0,无用的--（@param fsUuid  -- StorageVolume的fsUuid）,10.0
794.0,定义的临时变量没有使用,10.0
797.0,缺else语句,10.0
801.0,这边貌似是固定的，用于文件字符串解析分割，不能改成系统分隔符,10.0
804.0,超过120，统一排查一下,10.0
808.0,下面这几个变量没有修饰符public或protected,10.0
810.0,不要直接用方法名作为功能描述,10.0
813.0,*号不对齐,10.0
817.0,有tab键，下面一样,10.0
820.0,注释格式不对,10.0
821.0,缺少参数、返回值说明,10.0
822.0,缺少参数，返回值描述,10.0
824.0,不能用变量名作为描述说明,10.0
825.0,方法注释格式不对，采用javadoc方式,10.0
826.0,缺少参数、返回值说明，全量检查一下,10.0
827.0,注释也不要超过120,10.0
829.0,缺少空行,10.0
832.0,缺少返回值说明,10.0
836.0,tag一般是private的,10.0
843.0,缺少参数，返回值说明,10.0
844.0,变量命名尽量不要使用单个字符,10.0
846.0,嵌套超4层,10.0
847.0,参数，返回值缺少描述，这个类统一排查一下,10.0
850.0,recordTotal = 2  这个会被工具检查出来报冗余代码未删除,10.0
851.0,魔鬼字符串，看下是加注释好还是改成静态常量,10.0
852.0,*号后面缺少一个空格,10.0
854.0,超过120 这个类统一排查一下,10.0
857.0,返回值缺少说明,10.0
858.0,不能用变量名作为参数的描述说明,10.0
859.0,"类的功能描述需与下面的作者之间空一行
同时，缺少since",10.0
861.0,tag一般是private，应该没有必要使用protected,10.0
863.0,缺少参数说明，返回值说明,10.0
864.0,缺少else语句,10.0
866.0,缺少注释。,10.0
869.0,s命名不规范,10.0
872.0,魔鬼数字。,10.0
873.0,变量命名不规范。,10.0
875.0,Log日志打印判断规则不一致。,10.0
880.0,存在注释代码。,10.0
882.0,这应该是多余的空格 还有下面的红色的地方,10.0
884.0,不符合小驼峰规则。,10.0
887.0,魔鬼数字。,10.0
888.0,超出120,10.0
891.0,没有任何说明的空方法。,10.0
893.0,等号位置问题,10.0
894.0,注释超过120个字符,10.0
900.0,fals拼写错误,10.0
901.0,行末多余空格,10.0
902.0,方法参数超过5个 建议检查一下是否有优化空间,10.0
907.0,fals拼写错误,10.0
919.0,变量小驼峰命名,10.0
921.0,多个else-if缺少一个else处理默认情况,10.0
924.0,i变量名不规范,10.0
929.0,多了一个星号,10.0
930.0,protected 成员变量缺少对应的java-doc,10.0
937.0,大祥说，等号要放行首；这里考虑一下，能不能先赋值null，在使用之前再new对象,10.0
944.0,参数ru含义不清晰,10.0
945.0,可能会被怀疑为魔鬼数字,10.0
946.0,行末有多余空格,10.0
948.0,position本身就是int  不需要强转,10.0
949.0,方法名带下划线，不规范,10.0
950.0,等号问题，同上,10.0
951.0,fals写的不对,10.0
953.0,建议注释不含问题单，下面也存在此注释，建议一同修改,10.0
954.0,超过120个字符,10.0
956.0,命名需要符合小驼峰 不建议使用这种缩写或者单个字母,10.0
957.0,变量命名需要使用小驼峰，不建议使用此类缩写或者单个字母,10.0
958.0,不要使用单个字母b作为变量名,10.0
961.0,第一行不要有空行,10.0
962.0,cr变量名含义不太清晰,10.0
963.0,第一行不要有空行,10.0
964.0,这边最好注释一下为什么要写死\r\n   而不用系统的回车符,10.0
966.0,需要使用i的场景就不用改成for-each了,10.0
967.0,类命名不规范,10.0
970.0,注释不规范,10.0
977.0,这种命名并不能解决魔鬼数字的问题，看命名也理解不了38这个值具体要表示什么,10.0
980.0,不符合小驼峰命名。,10.0
981.0,违反规范中建议3.3 每行限长120字符,10.0
984.0,opensourceLink变量名不符合小驼峰,10.0
985.0,不符合小驼峰命名,10.0
988.0,这种形式的定义，并不能说明52这个数字表示什么意义，还不如不定义,10.0
990.0,"MODE_MULTI_PROCESS,apilevel23后google就不推荐使用了，这里仍然使用的原因？",10.0
995.0,整个方法可能会被质疑是否存在sql注入 可能要下来评审一下,10.0
1004.0,不要使用这样简单的缩写,10.0
1006.0,多了一个空格,10.0
1008.0,iCSstr命名不规范,10.0
1009.0,"aContentResolver,ops命名不规范",10.0
1010.0,aEventId命名不规范,10.0
1011.0,mCur命名不规范,10.0
1012.0,ops缩写命名不规范,10.0
1013.0,since 年份与Copyright起始年份保持一致,10.0
1015.0,三个变量命名不规范,10.0
1016.0,lEvent命名不规范,10.0
1017.0,iParser命名不规范,10.0
1019.0,带魔鬼数字命名不规范,10.0
1020.0,iBuilder命名不规范,10.0
1021.0,bCursor命名不规范,10.0
1022.0,b 命名不规范,10.0
1023.0,mCursor变量名命名不规范,10.0
1024.0,utf-8 看看有没有必要修改为常量,10.0
1025.0,opmode skeySpec 命名不规范,10.0
1027.0,不符合小驼峰,10.0
1028.0,注释超过120,10.0
1029.0,broadcast是一个单词，不符合小驼峰,10.0
1032.0,方法重复,10.0
1034.0,多余的空格 另外 since和版权也都排查一下,10.0
1035.0,skeySpec命名有问题 不符合小驼峰,10.0
1037.0,变量命名不规范,10.0
1038.0,多余的空格 下面还有一些,10.0
1039.0,ciphertext不符合小驼峰命名 下面的ret也修改一下吧,10.0
1040.0,bEncrypt命名不规范,10.0
1041.0,空一格就行，注释不用对齐，且cleartext不符合小驼峰,10.0
1042.0,参数注释补全，超5个,10.0
1043.0,kgen命名不规范,10.0
1045.0,注释不要超过120,10.0
1048.0,异常注释没有说明场景,10.0
1053.0,多余的空格,10.0
1055.0,protected成员变量缺少注释,10.0
1057.0,按照styleCheck扫描结果来，第一个条件应该是不用加括号的,10.0
1058.0,非成员变量的话不要使用m开头的变量命名方式,10.0
1059.0,敏感异常，不要打印e.getMessage(),10.0
1060.0,参数超5个,10.0
1063.0,魔鬼数字，变量命名不规范,10.0
1065.0,result单词拼写错误,10.0
1067.0,boolean类型的返回值函数应该可以不加括号,10.0
1074.0,描述太简单,10.0
1076.0,要不修改成algorithmHmacSHA256？ 本身就算对应的算法 名称大小写应该没关系,10.0
1077.0,方法参数注释没有写全，参数超5个,10.0
1078.0,命名不合理,10.0
1079.0,这几个条件应该都不需要加括号,10.0
1080.0,去除多余的空行空格,10.0
1081.0,ENC表达含义不清晰 且不符合小驼峰 下面一个方法类似,10.0
1082.0,多余的空格,10.0
1083.0,方法的返回值貌似没有使用,10.0
1084.0,注释超过120,10.0
1085.0,空一格就行，注释不用对齐，且ciphertext 不符合小驼峰,10.0
1086.0,缺少括号,10.0
1088.0,三个变量命名不规范,10.0
1090.0,这个是否需要替换成File.separator,10.0
1093.0,按照后面的书写AndroidKeyStore的话 KEY_STORE才对,10.0
1097.0,多了一个空格,10.0
1104.0,多余的空格,10.0
1105.0,任务启动失败 是不是应该使用e级别的日志,10.0
1111.0,pwkey不符合小驼峰,10.0
1115.0,做合理的分段 不要超过120个字符,10.0
1116.0,注释尽量也不要超过120个字符,10.0
1120.0,应该是pms吧,10.0
1124.0,mCursor变量命名不规范,10.0
1127.0,opmode命名有问题,10.0
1134.0,此文件有五处多余的空格。,10.0
1137.0,cleartext不符合小驼峰,10.0
1146.0,这个内部讨论一下吧 speed size我感觉跟使用场景对不起来,10.0
1147.0,删除失败是否需要使用e级别日志,10.0
1159.0,result参数在这里没有使用吧,10.0
1173.0,重大缺陷：这样判断如果是非挖孔屏手机不就不能实现沉浸式了,10.0
1187.0,四个值都一样，一个margin就行,10.0
1210.0,"我们要适配70国语言，请让UX明确阿拉伯语，藏语等其他语言策略。
这种改法无法适配",10.0
1241.0,"这个exception本身catch得没问题(避免被外部delegate实现坑)

但是msg.obj这种类型转换, 不要忘",10.0
1254.0,"是不是缺一个else? 虽然逻辑没差, 但是语义不一样, 而且会给以后留坑",10.0
1268.0,算法也有问题，注意纵坐标起始位置是屏幕左上角，所以判断条件实际上恒成立,10.0
1361.0,"磁盘IO是耗时操作, 会有问题的吧",10.0
1368.0,"getOperatorHomePageUrl()是读取缓存, readOperatorHomePageUrlFromConfigFile()是读取xml文件,  当变量url为初始值时,才会读取缓存, 缓存无效时,才会读取xml, 并且在浏览器关闭前, 不会再次读取,,,  所以它们只有在浏览器启动时触发",10.0
1507.0,"Android在执行体中设置与调整优先级，参考：
https://droidyue.com/blog/2015/09/05/android-process-and-thread-schedule-nice/",10.0
1586.0,layoutParams我记得如果不设置是有可能为null的,10.0
1627.0,"缺少INIT, 未发生网络变更的情况下, 当前网络类型识别不正确",10.0
1699.0,返回可能为null，addView时会抛异常,10.0
1934.0,这个类很多if return没有日志，有问题不好定位,10.0
1945.0,"这边是不是直接使用CornerAdvertType.CORNER_ADVERT_PREPARE，
如果之前没有播放，那应该是准备吧",10.0
1987.0,task和impl之间存在循环依赖,10.0
1990.0,task是UI层的，CouponManager目前放在了Logic的impl层，后续HVI合入会调整，目前暂时先这么放,10.0
2014.0,接口设计不合理，请求一个数据，返回了list,10.0
2062.0,已和服务端确认，不存在一部分上传成功一部分上传失败的场景，要么全部添加成功，要么有错误返回失败,10.0
2088.0,"removeCallbacks只能停止处于即将运行状态的message,如果Runnbale已经启动start(),则removeCallbacks是无法停止的。这里的removeCallbacks是放在run方法里的，走到removeCallbacks时已经执行，所以removeCallbacks应该不起作用",10.0
2111.0,由pid修改为包名后，EnvironmentEx DMP_PLAYER_PACKAGE_NAME的注释没有同步修改,10.0
2114.0,文字和Btn没有定义相对距离，或造成Btn和中间textView重叠,10.0
2353.0,用所有分类的最大sort值去插入，这个做法太粗放了，考虑下有没有别的更好的实现方案,10.0
2362.0,此处为何新增了这么多和语言字段无关的代码，确认一下是不是复制粘贴错了,10.0
2533.0,缺少业务逻辑被调用的日志记录，不方便现网问题定位,10.0
2670.0,没有考虑到直接返回对兑换码导出业务逻辑的影响，此处直接返回，从界面上看还是给人导出成功的响应，会对运营使用造成误导,10.0
2672.0,缺少循环最大次数的限制，可能造成DOS,10.0
2674.0,缺少失败、异常的处理和提示，会导致难以定位问题和维护,10.0
2683.0,"缺少失败、异常的处理和提示，会导致难以定位问题和维护
其他类似问题请对应排查处理",10.0
2693.0,两个span之间没有空隙，容易造成误导,10.0
2696.0,"缺少异常场景的提示，后续可能难以定位问题
不一定所有的异常情况都要用rementionService显式的提示用户，一些非交互上的不用用户关注的错误提示，可以直接用console.error打印到控制台，方便问题定位即可
其他类似问题请对应排查解决",10.0
2723.0,未妥善处理异常场景，如果此处真的抛出异常，按照目前逻辑，还是会返回空的type类型给客户端,10.0
2756.0,配置项命名有误，评论平台是微服务架构，但是微服务不是评论平台，配置项命名容易造成误导,10.0
2823.0,"多余的空格
配置代码格式模板之后用工具做代码格式化，这样会省事一点（在eclipse上面直接ctrl+shift+f就行）
不用手动改代码格式
eclipse的代码格式模板见“主题开发和测试群”的群空间中的eclipse统一编码风格文件夹",10.0
3042.0,币种为空的情况 也是人民币支付,10.0
3089.0,当前只是跳转到钱包安全设置页面，不区分开通和关闭，仅实现指纹,10.0
3094.0,未显式指定APK包名 容易出现信息泄露,10.0
3104.0,增加商户是否支持花呗判断，可以节省下面逻辑,10.0
3150.0,getRequestInfo()可能反回null，此处可能报空指针异常,10.0
3155.0,直接删除，不要注释影响阅读维护,10.0
3190.0,设置PayPassObj为null时，其他调研地方会好空指针异常,10.0
3199.0,海外帐号要支持证书才设置开通指纹支付可见,10.0
3291.0,这个回调多余，会造成先回调成功，后回调失败,10.0
3293.0,退出支付不应该清除SP和内存，否则每次支付都要重新从网络获取，相当于没做优化,10.0
3349.0,外部输入直接作为sql语句的一部分，存在SQL注入安全漏洞。请采用预编译方式,10.0
3351.0,不要使用外来参数直接拼接SQL语句，存在SQL注入风险，请使用预编译,10.0
3355.0,存在数组越界风险，objectList 和 contentValuesList的大小可能不一致,10.0
3357.0,放在for循环之后，增加程序可读性,10.0
3360.0,单例不要使用double check方式，这个是不安全的，请参考HMS中其他单例实现，使用静态内部类加载方式实现,10.0
3415.0,"safeData.getExtras()返回的对象未判空，另外返回的是原生的bundle对象,从原生的bundle对象去数据不安全。建议使用safeData.getIntExtra(""returnCode"")",10.0
3484.0,多余的注释,10.0
3491.0,缺少else分支，outPath可能为null，是否有影响？未打印日志,10.0
3501.0,魔鬼数字，其他的不重复提,10.0
3525.0,多语言怎么处理？要考虑,10.0
3536.0,常量,10.0
3546.0,这是异步获取，这样处理有问题。,10.0
3549.0,这是艺人详情特有的，不应该放在Base里,10.0
3551.0,多语言格式化方式错误，另一个地方不重复提了。,10.0
3555.0,不需要protected,10.0
3566.0,这个地方每次启动只要同意了还是要获取的有可能发生了变化,10.0
3567.0,Public方法 Context null检测,10.0
3591.0,这个类设计，要用SectionViewModel作为数据源，产生Fragment。,10.0
3600.0,命名不对,10.0
3601.0,封装函数,10.0
3604.0,这个对象在子类里已经有了,10.0
3605.0,格式不对，没加载checkstyle？,10.0
3611.0,已经有工具类了，用工具类。,10.0
3615.0,这个是通用错误码，不是只有版权保护用。,10.0
3622.0,命名不合适,10.0
3642.0,重复调用,10.0
3643.0,这个不应该在content模块,10.0
3648.0,这个是业务层数据，不需要给UI暴露,10.0
3657.0,User相关的建议都是打桩，空实现。不要放在播放里,10.0
3667.0,命名错误,10.0
3675.0,这两个是内部页面，不需要开放路由能力。,10.0
3680.0,命名不规范,10.0
3681.0,多余的Toast,10.0
3689.0,这个类已经废弃了,10.0
3694.0,重复代码,10.0
3715.0,String类型的要加默认值,10.0
3717.0,已经有jni了，只是带了path，优化下,10.0
3721.0,名字起的不好，不要和具体的实现耦合。NATIVE_ROUTE就行了,10.0
3731.0,格式，private变量之前也要有空行,10.0
3736.0,以海外为准，新做的,10.0
3738.0,缓存应该以海外为准了，不要国内全列表刷新了,10.0
3740.0,这类全应该通过歌曲属性区分~ 歌曲属性里会告知是国内/海外歌曲,10.0
3741.0,这类不再用国内的标识下载了，统一到海外了,10.0
3745.0,默认语言一定要挪过来,10.0
3753.0,这个不对，会把分页前的覆盖掉。,10.0
3760.0,7.x也是老海外，不应该走到国内升级场景,10.0
3763.0,展示到UI上的都要提取到资源里,10.0
3782.0,有没有可能是null？不要重复调用get方法,10.0
3790.0,这个逻辑再其他地方也可以搜索歌词，不一定是当前播放的歌曲，有问题,10.0
3793.0,还有这块应该不用暴露到播放模块外部，都是内部用的啊,10.0
3801.0,单例有工具类,10.0
3804.0,这种拼接逻辑放到SkinDetail里，不要让VM关心,10.0
3806.0,怎么跑出了下划线？,10.0
3829.0,纯付费是指最低品质需要会员播放的,10.0
3838.0,可能发生越界,10.0
3851.0,Float有对应方法,10.0
3852.0,不能每一个Item都监听，是不对的,10.0
3855.0,不是根据portal判断，是根据contentType,10.0
3865.0,代码格式不对,10.0
3870.0,接口不要暴露实现,10.0
3885.0,不暴露，最多是get,10.0
3886.0,布局太复杂，VM提供直接可展示的数据,10.0
3907.0,两层observeForever会不会有问题？会重复创建对象。,10.0
3930.0,函数调用了2遍,10.0
3931.0,打点使用错误,10.0
3932.0,资源引用错误,10.0
3947.0,错误码没打,10.0
3952.0,有checkstyle问题，而且反复调用了函数,10.0
3969.0,这里的是非安全intent，getIntent会转换,10.0
3973.0,"1. findQualityInfo 可能为空
2. isPay 不能以mSongBean为准？，还要自己转换吗",10.0
3974.0,有空指针风险吧？这个类里面很多打印不太合理,10.0
3980.0,"这块代码，还得和原来的zuozhenzhen对下，逻辑应该改错了,不应该加那么多if吧",10.0
3988.0,可能空指针啊,10.0
3989.0,注意下返回值，永远返回0有什么影响,10.0
3995.0,你这一改试听缓存只会缓存一首了，这个要么去掉？跑步的也缓存，我记不清了,10.0
3997.0,显然是已有字串啊,10.0
4001.0,这种危险的判空，可能导致逻辑问题吧：,10.0
4007.0,"这种危险的判空，可能导致逻辑问题吧：
1. 万一蜻蜓为空，则另一个不清理了",10.0
4010.0,get(0)后没判空,10.0
4015.0,"<string name=""secondary_charts"" priority=""LT"">""排行榜""</string>
已经有翻译了",10.0
4016.0,这么多的空指针风险...,10.0
4038.0,日志工具类错误,10.0
4042.0,sign==null的时候验签失败,10.0
4043.0,数组越界,10.0
4066.0,频繁获取,10.0
4073.0,数组越界 空指针,10.0
4110.0,这个日志没有用，我们需要的是知道为什么需要去获取云端的数据，是由于ctag不相同，还是因为上一次删除wifi失败,10.0
4136.0,只有GONE，没有VISIBLE界面会有问题,10.0
4142.0,函数命名无实际意义，不好,10.0
4143.0,"success.get(""md5"")可能返回null，此处有可能出现空指针。",10.0
